20211126-201707<DEBUG:00008988>: [PrevInitCore]:1, start tickers = 28915924207359
20211126-201708<ERROR:00008988>: GetString(2, Level) failed !
20211126-201708<ERROR:00008988>: GetString(3, Level) failed !
20211126-201708<ERROR:00008988>: GetString(4, Level) failed !
20211126-201708<ERROR:00008988>: GetString(5, Level) failed !
20211126-201708<ERROR:00008988>: GetString(6, Level) failed !
20211126-201708<ERROR:00008988>: GetString(7, Level) failed !
20211126-201708<ERROR:00008988>: GetString(8, Level) failed !
20211126-201708<ERROR:00008988>: GetString(9, Level) failed !
20211126-201708<ERROR:00008988>: GetString(10, Level) failed !
20211126-201708<ERROR:00008988>: GetString(11, Level) failed !
20211126-201708<ERROR:00008988>: GetString(12, Level) failed !
20211126-201708<ERROR:00008988>: GetString(13, Level) failed !
20211126-201708<ERROR:00008988>: GetString(14, Level) failed !
20211126-201708<ERROR:00008988>: GetString(15, Level) failed !
20211126-201708<ERROR:00008988>: GetString(16, Level) failed !
20211126-201708<ERROR:00008988>: GetString(17, Level) failed !
20211126-201708<DEBUG:00008988>: [PrevInitCore]:1->[PrevInitCore]:0 timeout, tickers = 1864683471
20211126-201708<DEBUG:00008988>: KGLOG_PROCESS_ERROR(nCount >= 3) at line 69 in _g_GetColorValue
20211126-201713<DEBUG:00008988>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-201713<ERROR:00008988>: GetInteger(12, 1) failed !
20211126-201714<DEBUG:00008988>: KGLOG_PROCESS_ERROR(bRetCode) at line 145 in KUIManage::LoadUiGroup
20211126-201714<DEBUG:00008988>: KGLOG_PROCESS_ERROR(bRetCode) at line 145 in KUIManage::LoadUiGroup
20211126-201714<ERROR:00008988>: Script stack leak! (2)
20211126-201750<DEBUG:00008988>: Error: m_CurrentLifeMax > 0 (nBaseChange 0, nAddPChange 0, nAddVChange 0)
20211126-201750<ERROR:00008988>: GetInteger(141, Type) failed !
20211126-201750<ERROR:00008988>: GetInteger(141, Point_x) failed !
20211126-201750<ERROR:00008988>: GetInteger(141, Point_y) failed !
20211126-201750<ERROR:00008988>: GetString(141, Content) failed !
20211126-201750<ERROR:00008988>: GetInteger(142, Type) failed !
20211126-201750<ERROR:00008988>: GetInteger(142, Point_x) failed !
20211126-201750<ERROR:00008988>: GetInteger(142, Point_y) failed !
20211126-201750<ERROR:00008988>: GetString(142, Content) failed !
20211126-201750<ERROR:00008988>: GetInteger(143, Type) failed !
20211126-201750<ERROR:00008988>: GetInteger(143, Point_x) failed !
20211126-201750<ERROR:00008988>: GetInteger(143, Point_y) failed !
20211126-201750<ERROR:00008988>: GetString(143, Content) failed !
20211126-201750<ERROR:00008988>: GetInteger(144, Type) failed !
20211126-201750<ERROR:00008988>: GetInteger(144, Point_x) failed !
20211126-201750<ERROR:00008988>: GetInteger(144, Point_y) failed !
20211126-201750<ERROR:00008988>: GetString(144, Content) failed !
20211126-201750<ERROR:00008988>: GetInteger(145, Type) failed !
20211126-201750<ERROR:00008988>: GetInteger(145, Point_x) failed !
20211126-201750<ERROR:00008988>: GetInteger(145, Point_y) failed !
20211126-201750<ERROR:00008988>: GetString(145, Content) failed !
20211126-201750<ERROR:00008988>: GetInteger(146, Type) failed !
20211126-201750<ERROR:00008988>: GetInteger(146, Point_x) failed !
20211126-201750<ERROR:00008988>: GetInteger(146, Point_y) failed !
20211126-201750<ERROR:00008988>: GetString(146, Content) failed !
20211126-201750<ERROR:00008988>: GetInteger(147, Type) failed !
20211126-201750<ERROR:00008988>: GetInteger(147, Point_x) failed !
20211126-201750<ERROR:00008988>: GetInteger(147, Point_y) failed !
20211126-201750<ERROR:00008988>: GetString(147, Content) failed !
20211126-201750<ERROR:00008988>: GetInteger(148, Type) failed !
20211126-201750<ERROR:00008988>: GetInteger(148, Point_x) failed !
20211126-201750<ERROR:00008988>: GetInteger(148, Point_y) failed !
20211126-201750<ERROR:00008988>: GetString(148, Content) failed !
20211126-201750<ERROR:00008988>: GetInteger(149, Type) failed !
20211126-201750<ERROR:00008988>: GetInteger(149, Point_x) failed !
